"id","created","name","position","foot","height","weight","dob","cityob","countryob","nt","club","age"
"3ee0dd59","2021-12-30 16:03:39","Martín Zubimendi","MF (DM)","78% Right",180,77,"February 2, 1999","San Sebastián","Spain","Spain","Real Sociedad",22
"3eeb80e0","2021-12-30 16:42:59","Fredrik Jensen","MF (AM)","88% Right",183,80,"September 9, 1997","Porvoo","Finland","Finland","Augsburg",24
"3eed9821","2021-12-30 16:04:43","Samuel Umtiti","DF (CB-FB, left)","81% Left",181,75,"November 14, 1993","Yaoundé","Cameroon","France","Barcelona",28
"3ef0a2d7","2021-12-30 16:48:48","Aleksa Terzić","DF",NULL,NULL,NULL,"August 17, 1999","Serbia","Serbia","Serbia","Fiorentina",22
"3ef0fa48","2021-12-30 16:14:46","Gelson Martins","FW-MF (AM-WM, right)","91% Right",186,63,"May 11, 1995","Praia","Cape Verde","Portugal","Monaco",26
"3ef965c1","2021-12-30 16:55:52","Flavio Junior Bianchi","FW",NULL,NULL,NULL,"January 24, 2000",NULL,NULL,NULL,"Genoa",21
"3effaa34","2021-12-30 16:39:58","André Silva","FW","87% Right",185,75,"November 6, 1995","Baguim do Monte","Portugal","Portugal","RB Leipzig",26
"3f034750","2021-12-30 16:03:30","Ivo Grbić","GK","96% Right",195,83,"January 18, 1996","Split Opcina","Croatia","Croatia","Lille",25
"3f10bd22","2021-12-30 16:01:12","Jesús Navas","DF-MF (AM-FB-WM, right)","92% Right",172,60,"November 21, 1985","Los Palacios y Villafranca","Spain","Spain","Sevilla",36
"3f2541c0","2021-12-30 16:37:25","Fabian Rüth","DF",NULL,NULL,NULL,"July 2, 2001",NULL,NULL,NULL,"Hoffenheim",20
"3f2d59fe","2021-12-30 16:11:37","Shkodran Mustafi","DF (CB, right)","96% Right",184,82,"April 17, 1992","Bad Hersfeld","Germany","Germany","Levante",29
"3f3a2cba","2021-12-30 16:19:05","Moustapha Mbow","DF","Right",187,74,"March 8, 2000",NULL,NULL,NULL,"Reims",21
"3f5f38fb","2021-12-30 16:52:18","Nicolò Casale","DF","82% Right",NULL,NULL,"February 14, 1998",NULL,NULL,NULL,"Verona",23
"3f70db80","2021-12-30 16:31:32","Kristoffer Klaesson","GK","Left",189,78,"November 27, 2000","Oslo","Norway",NULL,"Leeds United",21
"3f79a1c8","2021-12-30 16:49:34","Gonzalo Escalante","MF (CM)","90% Right",175,72,"March 27, 1993","Bella Vista","Argentina",NULL,"Lazio",28
"3faa1780","2021-12-30 16:34:05","Lukas Rupp","MF (AM)","82% Right",178,64,"January 8, 1991","Heidelberg","Germany",NULL,"Norwich City",30
"3fc45c73","2021-12-30 16:06:11","Iñigo Martínez","DF (CB, left)","82% Left",181,77,"May 17, 1991","Ondarroa","Spain","Spain","Athletic Club",30
"405f267a","2021-12-30 16:11:04","Salvi","MF (AM, right)","89% Right",170,66,"March 30, 1991","Sanlúcar de Barrameda","Spain",NULL,"Cádiz",30
"405f6586","2021-12-30 16:57:15","Milan Đurić","FW","Right",199,94,"May 22, 1990","Tuzla","Bosnia and Herzegovina","Bosnia and Herzegovina","Salernitana",31
"40774c6b","2021-12-30 16:13:30","Bamba Dieng","FW","Right",178,78,"March 23, 2000","Pikine","Senegal","Senegal","Marseille",21
"407db0d5","2021-12-30 16:30:21","Mads Bidstrup","MF","Right",175,70,"February 25, 2001","Køge","Denmark",NULL,"Brentford",20
"407feb71","2021-12-30 16:45:19","Brahim Díaz","MF","61% Right",170,70,"August 3, 1999","Málaga","Spain","Spain","Milan",22
"40883e3a","2021-12-30 16:11:46","Enric Franquesa","DF",NULL,NULL,NULL,"February 26, 1997",NULL,NULL,NULL,"Levante",24
"40b58bfc","2021-12-30 16:43:58","Janni Serra","FW","Left",NULL,NULL,"March 13, 1998","Hanover","Germany",NULL,"Arminia",23
"4112ace5","2021-12-30 16:06:07","Unai Vencedor Paris","MF","87% Right",176,74,"November 15, 2000","Bilbao","Spain",NULL,"Athletic Club",21
"4115ce4e","2021-12-30 16:29:39","Jan Bednarek","DF (CB)","82% Right",190,77,"April 12, 1996","Słupca","Poland","Poland","Southampton",25
"4125cb98","2021-12-30 16:24:01","Jarrell Quansah","DF",NULL,NULL,NULL,"January 29, 2003","England","United Kingdom",NULL,"Liverpool",18
"41b3069f","2021-12-30 16:06:56","Fernando Calero","DF (CB, left)","77% Right",184,80,"September 14, 1995","Boecillo","Spain",NULL,"Espanyol",26
"41bd99ea","2021-12-30 16:53:26","Simone Scuffet","GK","94% Right",187,75,"May 31, 1996","Udine","Italy",NULL,"APOEL Nikosia",25
"41bff4fa","2021-12-30 16:40:48","Márton Dárdai","DF","91% Left",182,75,"February 12, 2002","Berlin","Germany",NULL,"Hertha BSC",19
"41c12f75","2021-12-30 16:09:13","Mathías Olivera","DF (FB, left)","90% Left",184,78,"October 31, 1997","Montevideo","Uruguay",NULL,"Getafe",24
"41d3704d","2021-12-30 16:25:15","Jamal Baptiste","DF","Right",182,75,"November 11, 2003","England","United Kingdom",NULL,"West Ham United",18
"41df88b8","2021-12-30 16:41:39","Saulo Decarli","DF (CB)","Right",188,82,"February 4, 1992","Brione sopra Minusio","Switzerland",NULL,"Bochum",29
"41e7ef1c","2021-12-30 16:12:43","Layvin Kurzawa","DF (FB, left)","90% Left",182,75,"September 4, 1992","Fréjus","France","France","Paris Saint-Germain",29
"41f32541","2021-12-30 16:01:05","Fernando","MF (CM-DM)","89% Right",183,75,"July 25, 1987","Alto Paraíso de Goiás","Brazil",NULL,"Sevilla",34
"41ff002d","2021-12-30 16:27:04","Bruno Jordão","MF","Right",180,72,"October 12, 1998","Marinha Grande Municipality","Portugal",NULL,"Wolverhampton Wanderers",23
"420c18a1","2021-12-30 16:42:21","Yann Sommer","GK","77% Right",183,77,"December 17, 1988","Morges","Switzerland","Switzerland","Mönchengladbach",33
"420d7c7d","2021-12-30 16:31:17","Luke Ayling","DF-MF (DM-FB, right)","90% Right",183,72,"August 25, 1991","Lambeth","England",NULL,"Leeds United",30
"42130443","2021-12-30 16:22:32","Zack Steffen","GK","89% Right",190,83,"April 2, 1995","Coatesville","Pennsylvania","United States","Manchester City",26
"42276181","2021-12-30 16:16:48","Kévin Gameiro","FW","90% Right",172,69,"May 9, 1987","Senlis","France","France","Strasbourg",34
"42a028c5","2021-12-30 16:11:16","Álvaro Bastida","MF",NULL,NULL,NULL,"May 12, 2004",NULL,NULL,NULL,"Cádiz",17
"42dcf26d","2021-12-30 16:13:32","Álvaro González","DF (CB, right)","87% Right",183,69,"January 8, 1990","Potes","Spain",NULL,"Marseille",31
"42eaa028","2021-12-30 16:15:43","Jonathan Ikone","FW-MF (AM)","90% Left",175,68,"May 2, 1998","Bondy","France","France","Lille",23
"42fd9c7f","2021-12-30 16:11:57","Kylian Mbappé","FW-MF","82% Right",178,73,"December 20, 1998","Paris 19 Buttes-Chaumont","France","France","Paris Saint-Germain",23
"42fdb11d","2021-12-30 16:17:32","Frank Magri","DF",NULL,NULL,NULL,"September 4, 1999",NULL,NULL,NULL,"Angers",22
"4315f30d","2021-12-30 16:23:12","Malang Sarr","DF (CB, left)","86% Left",182,73,"January 23, 1999","Nice","France",NULL,"Chelsea",22
"43309491","2021-12-30 16:31:00","Nathan Broadhead","FW-MF","Right",178,73,"April 5, 1998","Bangor","Northern Ireland",NULL,"Sunderland",23
"433dc9a2","2021-12-30 16:12:27","Juan Bernat","DF-FW-MF (FB-WM, left)","95% Left",170,67,"March 1, 1993","Valencia","Spain","Spain","Paris Saint-Germain",28
"43458538","2021-12-30 16:31:35","Joshua King","FW-MF (AM)","89% Right",180,74,"January 15, 1992","Oslo","Norway","Norway","Watford",29
"436a9dd0","2021-12-30 16:12:13","Ander Herrera","MF (AM-CM-DM, right)","88% Right",181,73,"August 14, 1989","Zaragoza","Spain","Spain","Paris Saint-Germain",32
"437f2b00","2021-12-30 16:37:04","Christoph Baumgartner","FW-MF","89% Right",180,70,"August 1, 1999","Horn","Austria","Austria","Hoffenheim",22
"43a166b4","2021-12-30 16:23:53","Divock Origi","FW-MF (WM)","85% Right",186,75,"April 18, 1995","Ostend","Belgium","Belgium","Liverpool",26
"43b78598","2021-12-30 16:12:22","Mauro Icardi","FW","81% Right",181,75,"February 19, 1993","Rosario","Argentina","Argentina","Paris Saint-Germain",28
"43e7a164","2021-12-30 16:16:37","Alexander Djiku","DF (CB, left)","81% Right",182,74,"August 9, 1994","Montpellier","France","Ghana","Strasbourg",27
"43f71e77","2021-12-30 16:07:15","Jorge Molina","FW","66% Right",189,83,"April 22, 1982","Alcoy","Spain",NULL,"Granada",39
"441197b8","2021-12-30 16:37:31","Obite N'Dicka","DF (CB, left)","84% Left",190,88,"August 20, 1999","Paris","France",NULL,"Eintracht Frankfurt",22
"44150beb","2021-12-30 16:04:04","Jon Pacheco","DF","Left",184,79,"January 8, 2001",NULL,NULL,NULL,"Real Sociedad",20
"4428c0fc","2021-12-30 16:05:26","Lassina Sangare","MF",NULL,NULL,NULL,"November 20, 2001",NULL,NULL,NULL,"Valencia",20
"442b56fa","2021-12-30 16:41:49","Ridle Baku","DF-FW-MF","82% Right",176,68,"April 8, 1998","Mainz","Germany","Germany","Wolfsburg",23
"4431aed2","2021-12-30 16:49:12","Ciro Immobile","FW","91% Right",185,78,"February 20, 1990","Torre Annunziata","Italy","Italy","Lazio",31
"4442fbcd","2021-12-30 16:11:54","Nikola Vukčević","MF (CM-DM)","89% Left",184,76,"December 13, 1991","Podgorica","Montenegro","Montenegro","Levante",30
"444c89d9","2021-12-30 16:54:27","Antonio Vacca","MF","84% Right",NULL,NULL,"May 13, 1990",NULL,NULL,NULL,"Venezia",31
"44510fde","2021-12-30 16:56:06","Andrea Favilli","FW","65% Left",191,85,"May 17, 1997","Pisa","Italy",NULL,"AC Monza Brianza 1912",24
"4468ec10","2021-12-30 16:30:29","Demarai Gray","FW-MF (AM-WM)","88% Right",178,66,"June 28, 1996","Birmingham","England",NULL,"Everton",25
"44781702","2021-12-30 16:25:34","Ben Davies","DF-MF (FB, left)","89% Left",170,76,"April 24, 1993","Neath","Wales","Wales","Tottenham Hotspur",28
"44a20f0c","2021-12-30 16:44:10","Maximilian Bauer","DF (CB)","85% Right",189,84,"February 9, 2000","Vilshofen","Germany",NULL,"Greuther Fürth",21
"44ac04e9","2021-12-30 16:44:58","Matías Vecino","FW-MF (AM-CM-DM, right)","94% Right",187,81,"August 24, 1991","Canelones Department","Uruguay","Uruguay","Internazionale",30
"44bfb6c5","2021-12-30 16:26:41","Rúben Neves","MF (AM-CM-DM)","92% Right",180,80,"March 13, 1997","Mozelos","Portugal","Portugal","Wolverhampton Wanderers",24
"44eb9093","2021-12-30 16:44:52","Danilo D'Ambrosio","DF (FB, right)","73% Right",180,75,"September 9, 1988","Naples","Italy","Italy","Internazionale",33
"450ab6fc","2021-12-30 16:32:51","Jamaal Lascelles","DF (CB)","83% Right",189,83,"November 11, 1993","Derby","England",NULL,"Newcastle United",28
"45191c29","2021-12-30 16:48:16","Nicola Zalewski","FW","Right",164,64,"January 23, 2002","Tivoli","Italy","Poland","Roma",19
"452c3055","2021-12-30 16:07:25","Alberto Soro","MF","83% Left",173,63,"March 9, 1999","Ejea de los Caballeros","Spain",NULL,"Granada",22
"4534a352","2021-12-30 16:13:49","Warmed Omari","DF","84% Right",180,59,"April 23, 2000","Bandraboua","Mayotte",NULL,"Rennes",21
"4535e4bb","2021-12-30 16:03:59","Mathew Ryan","GK","86% Right",184,73,"April 8, 1992","Plumpton","Australia","Australia","Real Sociedad",29
"45392b06","2021-12-30 16:50:38","Nicolas Viola","MF (CM)","91% Left",180,77,"October 12, 1989","Taurianova","Italy",NULL,"Bologna",32
"45685411","2021-12-30 16:28:54","Jesuran Rak Sakyi","MF","Left",178,65,"October 5, 2002","England","United Kingdom",NULL,"Crystal Palace",19
"457cb02f","2021-12-30 16:52:37","Ivor Pandur","GK","Right",187,82,"March 25, 2000","Rijeka","Croatia",NULL,"Verona",21
"45963054","2021-12-30 16:27:09","Jamie Vardy","FW","75% Right",178,76,"January 11, 1987","Sheffield","England","England","Leicester City",34
"4596da74","2021-12-30 16:28:14","Evan Ferguson","FW",NULL,NULL,NULL,"October 19, 2004",NULL,NULL,NULL,"Brighton & Hove Albion",17
"45a03961","2021-12-30 16:34:41","Benjamin Pavard","DF (CB-FB, right)","94% Right",182,65,"March 28, 1996","Maubeuge","France","France","Bayern Munich",25
"45af8a54","2021-12-30 16:00:41","Marco Asensio","FW-MF (WM)","88% Left",178,70,"January 21, 1996","Palma","Spain","Spain","Real Madrid",25
"45b9b619","2021-12-30 16:44:47","Joaquín Correa","FW-MF (AM)","90% Right",188,77,"August 13, 1994","Juan Bautista Alberdi","Argentina","Argentina","Internazionale",27
"45db685d","2021-12-30 16:22:42","Jorginho","MF (CM-DM)","93% Right",180,65,"December 20, 1991","Imbituba","Brazil","Italy","Chelsea",30
"45e17712","2021-12-30 16:04:55","Dimitri Foulquier","DF-MF (FB, right)","86% Right",183,77,"March 23, 1993","Sarcelles","France",NULL,"Valencia",28
"4601e194","2021-12-30 16:04:14","Jordi Alba","DF-MF (FB, left)","86% Left",170,68,"March 21, 1989","Marmolejo","Spain","Spain","Barcelona",32
"4611e028","2021-12-30 16:48:46","Erick Pulgar","DF-MF (CB-CM-DM)","91% Right",186,70,"January 15, 1994","Antofagasta","Chile","Chile","Fiorentina",27
"462475ed","2021-12-30 16:16:38","Ludovic Ajorque","FW","73% Left",197,82,"February 25, 1994","Saint-Denis","Réunion",NULL,"Strasbourg",27
"46359159","2021-12-30 16:17:06","Jimmy Cabot","FW-MF (AM-WM, right)","88% Right",164,60,"April 18, 1994","Chambéry","France",NULL,"Angers",27
"4654e5f5","2021-12-30 16:31:24","Charlie Cresswell","DF","Right",183,73,"December 7, 2002","Preston","England",NULL,"Leeds United",19
"466824fb","2021-12-30 16:07:58","Oier Sanjurjo","DF-MF (CB-CM-DM)","84% Right",178,66,"May 25, 1986","Estella/Lizarra","Spain",NULL,"Osasuna",35
"466fb2c5","2021-12-30 16:24:04","Aaron Ramsdale","GK","93% Right",195,80,"May 14, 1998","Staffordshire","England","England","Arsenal",23
"46750e9c","2021-12-30 16:18:54","Nathanael Mbuku","MF","91% Left",170,65,"March 16, 2002","Villeneuve-Saint-Georges","France",NULL,"Reims",19
"468fdbad","2021-12-30 16:13:55","Jonas Martin","DF-MF (AM-CM)","85% Right",182,70,"April 9, 1990","Besançon","France",NULL,"Rennes",31
"46907171","2021-12-30 16:16:56","Abdul Majeed Waris","FW-MF","91% Right",172,71,"September 19, 1991","Accra","Ghana","Ghana","Strasbourg",30
"4692ecb3","2021-12-30 16:48:58","Louis Munteanu","FW","Right",184,77,"June 16, 2002","Vaslui","Romania",NULL,"Fiorentina",19
"469d3d84","2021-12-30 16:21:59","Charles Abi","FW","85% Left",187,73,"April 12, 2000","Clermont-Ferrand","France",NULL,"Guingamp",21
"46a7b605","2021-12-30 16:22:04","Maxence Rivera","FW","Right",168,63,"May 30, 2002","Bourgoin-Jallieu","France",NULL,"Saint-Étienne",19
"46a8347f","2021-12-30 16:03:30","Šime Vrsaljko","DF-MF (CB-FB, right)","94% Right",183,75,"January 10, 1992","Zadar","Croatia","Croatia","Atlético Madrid",29
"46ad80cd","2021-12-30 16:54:52","Filippo Neri","GK",NULL,NULL,NULL,"December 4, 2002",NULL,NULL,NULL,"Venezia",19
"46fa7204","2021-12-30 16:55:18","Kevin Agudelo","MF","87% Left",178,73,"November 14, 1998","Colombia","Colombia",NULL,"Spezia",23
"46faabfa","2021-12-30 16:20:50","Ibrahima Niane","FW","90% Right",187,71,"March 11, 1999","Mbour","Senegal",NULL,"Metz",22
"47064058","2021-12-30 16:36:47","Oliver Baumann","GK","81% Right",187,82,"June 2, 1990","Breisach","Germany",NULL,"Hoffenheim",31
"47188db7","2021-12-30 16:34:19","Jon McCracken","GK",NULL,NULL,NULL,"May 24, 2000","Scotland","United Kingdom",NULL,"Norwich City",21
"471f16b3","2021-12-30 16:33:42","Kenny McLean","MF (AM-CM-DM-WM, left)","81% Left",183,78,"January 8, 1992","Rutherglen","Scotland","Scotland","Norwich City",29
"47369df8","2021-12-30 16:32:16","Josh Brownhill","MF (CM)","87% Right",177,74,"December 19, 1995","Warrington","England",NULL,"Burnley",26
"4737cebe","2021-12-30 16:03:46","Adnan Januzaj","FW-MF (AM-WM, right)","85% Left",182,75,"February 5, 1995","Brussels","Belgium","Belgium","Real Sociedad",26
"474ecac8","2021-12-30 16:11:49","Sergio Postigo","DF (CB)","89% Right",185,85,"November 4, 1988","Madrid","Spain",NULL,"Levante",33
"477e50ce","2021-12-30 16:15:32","Rémy Descamps","GK","Left",194,74,"June 25, 1996",NULL,NULL,NULL,"Nantes",25
"4788cb6b","2021-12-30 16:21:13","Georges Mikautadze","FW","Both",176,71,"October 31, 2000","Lyon","France","Georgia","RFC Seraing",21
"47a34c4f","2021-12-30 16:24:30","Mohamed Elneny","MF (DM)","93% Right",180,77,"July 11, 1992","Al Maḩallah al Kubrá","Egypt","Egypt","Arsenal",29
"47af88b8","2021-12-30 16:18:17","Jason Denayer","DF (CB, left)","94% Right",184,76,"June 28, 1995","Jette","Belgium","Belgium","Lyon",26
"47c609d5","2021-12-30 16:18:53","El Bilal Touré","FW","72% Right",185,78,"October 3, 2001","Adjamé","Côte d'Ivoire","Mali","Reims",20
"47ea9421","2021-12-30 16:54:04","Francesco Migliardi","DF",NULL,NULL,NULL,"March 19, 2003","Genoa","Italy",NULL,"Sampdoria",18
"48035304","2021-12-30 16:42:24","Nico Elvedi","DF (CB-FB)","70% Right",188,74,"September 30, 1996","Zurich","Switzerland","Switzerland","Mönchengladbach",25
"4806ec67","2021-12-30 16:30:31","Jordan Pickford","GK","81% Left",185,77,"March 7, 1994","Washington","England","England","Everton",27
"481c9ece","2021-12-30 16:44:47","Denzel Dumfries","DF (FB, right)","86% Right",188,80,"April 18, 1996","Rotterdam","Netherlands","Netherlands","Internazionale",25
"487d9b09","2021-12-30 16:10:11","Antonio Barragán","DF-MF (FB, right)","87% Right",182,76,"June 12, 1987","Los Palacios y Villafranca","Spain",NULL,"Elche",34
"4887118d","2021-12-30 16:08:56","Jordi Mboula","DF-MF (FB, right)","Right",183,74,"March 16, 1999","Granollers","Spain",NULL,"Mallorca",22
"48a5a5d6","2021-12-30 16:24:17","Martinelli","FW-MF","84% Right",180,75,"June 18, 2001","Guarulhos","Brazil",NULL,"Arsenal",20
"48b28bfd","2021-12-30 16:16:54","Jean-Eudes Aholou","MF (DM)","81% Left",187,71,"March 20, 1994","Yopougon","Côte d'Ivoire","Côte d'Ivoire","Strasbourg",27
"48b3dd60","2021-12-30 16:47:39","Arthur Melo","MF (CM)","96% Right",172,68,"August 12, 1996","Goiânia","Brazil","Brazil","Juventus",25
"48d5bd33","2021-12-30 16:46:46","Ruslan Malinovskyi","FW-MF (AM-DM)","88% Left",181,79,"May 4, 1993","Zhytomyr","Ukraine","Ukraine","Atalanta",28
"48e89655","2021-12-30 16:10:15","Pablo Piatti","FW-MF (WM, left)","85% Left",163,63,"March 31, 1989","La Carlota","Argentina","Argentina","Elche",32
"49070d66","2021-12-30 16:16:47","Lucas Perrin","DF","88% Right",187,71,"November 19, 1998","Marseille","France",NULL,"Strasbourg",23
"49136c42","2021-12-30 16:18:47","Andrew Gravillon","DF (CB)","88% Right",188,78,"February 8, 1998","Pointe-à-Pitre","Guadeloupe",NULL,"Reims",23
"4914ed4a","2021-12-30 16:21:58","Gabriel Silva","DF-MF (FB, left)","70% Left",179,75,"May 13, 1991","Piracicaba","Brazil",NULL,"Saint-Étienne",30
"49296448","2021-12-30 16:34:38","Joshua Kimmich","DF-MF (DM-FB, right)","82% Right",176,70,"February 8, 1995","Rottweil","Germany","Germany","Bayern Munich",26
"4937a9f7","2021-12-30 16:20:31","Abdel Jalil Medioub","DF","Right",197,85,"August 28, 1997","Marseille","France","Algeria","Bordeaux",24
"493924a7","2021-12-30 16:41:53","Kevin Mbabu","DF (FB, right)","85% Right",184,80,"April 19, 1995","Chêne-Bougeries","Switzerland","Switzerland","Wolfsburg",26
"4943d9c2","2021-12-30 16:16:03","Jules Raux","GK",NULL,NULL,NULL,"August 29, 2003",NULL,NULL,NULL,"Lille",18
"4958bfb2","2021-12-30 16:00:40","Dani Carvajal","DF (FB, right)","93% Right",173,70,"January 11, 1992","Leganés","Spain","Spain","Real Madrid",29
"495945ef","2021-12-30 16:32:17","Ashley Westwood","MF (CM-DM-WM, right)","94% Right",170,80,"April 1, 1990","Nantwich","England",NULL,"Burnley",31
"496aeede","2021-12-30 16:42:34","Christoph Kramer","MF (CM-DM)","85% Right",189,82,"February 19, 1991","Solingen","Germany","Germany","Mönchengladbach",30
"49712367","2021-12-30 16:20:02","Oriol Busquets","MF",NULL,185,76,"January 20, 1999","Sant Feliu de Guíxols","Spain",NULL,"Clermont Foot",22
"49aba599","2021-12-30 16:43:10","Dominic Schmidt","DF",NULL,NULL,NULL,"March 12, 2001",NULL,NULL,NULL,"Augsburg",20
"49d028db","2021-12-30 16:01:52","Édgar González","MF","75% Right",193,78,"April 1, 1997","Sant Joan Despí","Spain",NULL,"Real Betis",24
"49dbab27","2021-12-30 16:02:35","Isaac Palazón Camacho","MF (AM, right)","93% Left",NULL,NULL,"December 27, 1994","Cieza","Spain",NULL,"Rayo Vallecano",27
"49fe9070","2021-12-30 16:23:03","Timo Werner","FW-MF (WM)","83% Right",180,75,"March 6, 1996","Stuttgart","Germany","Germany","Chelsea",25
"4a0b7f07","2021-12-30 16:54:07","Gianluca Busio","MF","90% Right",170,65,"May 28, 2002","Greensboro","North Carolina","United States","Venezia",19
"4a478107","2021-12-30 16:11:24","José Luis Morales","FW-MF (AM-WM)","81% Right",180,70,"July 23, 1987","Madrid","Spain",NULL,"Levante",34
"4a56052c","2021-12-30 16:47:55","Jordan Veretout","MF (CM-DM)","83% Right",176,66,"March 1, 1993","Ancenis","France","France","Roma",28
"4a5a45c7","2021-12-30 16:48:03","Lorenzo Pellegrini","MF (AM-CM)","89% Right",186,77,"June 19, 1996","Rome","Italy","Italy","Roma",25
